"Record ID","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Precision","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Local Government Areas","IMCRA 4 Regions","IBRA 7 Regions","Maximum elevation in meters","Minimum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Collector","Year","Month","Day","Event Date - parsed","Verbatim event date","Basis Of Record - original","Basis Of Record","Occurrence status","Sex","Preparations","Outlier for layer","Taxonomic Quality","Location Quality"
"fef1cdf2-fcda-4996-8987-e1753496fac1","5270c8493dff01768f2fc8da","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr364","ALA species sightings and OzAtlas","","","","","CC-BY","","","673 Sackville Rd, Ebenezer NSW 2756, Australia","-33.51792526245117","150.873779296875","WGS84","-33.51792526245117","150.873779296875","","","Australia","New South Wales","Hawkesbury (C)","","Sydney Basin","","","","","15","Peter Greenaway","2013","10","30","2013-10-30","","","HumanObservation","unknown","","","","true","true"
"fafc2a16-e408-4bb2-8573-1cb87bca373a","K.287030","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-35.17638","150.583","","-35.17638","150.583","","10000.0","Australia","New South Wales","Shoalhaven (C)","","Sydney Basin","","","","","","Fellenberg, Stephen J.","1992","10","24","1992-10-24","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"fa8066e0-d32e-4b01-b333-c6f8d227a080","K287030","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Jervis Bay Territory","-35.176","150.595","","-35.176","150.595","","","Australia","Australian Capital Territory","Unincorp. Other Territories","","Sydney Basin","","","","","","","1992","10","24","1992-10-24","","","PreservedSpecimen","present","","","","true","true"
"ef6c7130-236c-4679-9c9b-2e1c9add1a6a","K.287018","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-33.800","151.233","","-33.8","151.233","","10000.0","Australia","New South Wales","","","Sydney Basin","","","","","","Bowden, Mrs R J","1962","10","31","1962-10-31","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"c71e5d07-9226-4501-8d8f-d9699cc4c5b0","K.287029","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-35.17638","150.583","","-35.17638","150.583","","1000.0","Australia","New South Wales","Shoalhaven (C)","","Sydney Basin","","","","","","Fellenberg, S","1992","10","24","1992-10-24","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"949e220e-4eb9-47ef-b195-9d169ce2a9a3","K.287033","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-35.17638","150.583","","-35.17638","150.583","","1000.0","Australia","New South Wales","Shoalhaven (C)","","Sydney Basin","","","","","","Fellenberg, S","1992","10","24","1992-10-24","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"88e88fe6-f065-4a0c-a72a-5094e7d62532","K287029","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Jervis Bay National Park ACT","-34.986","150.758","","-34.986","150.758","","","Australia","New South Wales","Shoalhaven (C)","","Sydney Basin","","","","","","","1992","10","24","1992-10-24","","","PreservedSpecimen","present","","","","true","true"
"52462c05-0c60-4035-aa94-ab5a0b247388","K.287032","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-35.17638","150.583","","-35.17638","150.583","","1000.0","Australia","New South Wales","Shoalhaven (C)","","Sydney Basin","","","","","","Fellenberg, S","1992","10","24","1992-10-24","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"39ec9663-bd66-4ab5-9b28-7b5e9e3e5cf4","K287034","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Jervis Bay National Park ACT","-35.4735","149.0124","","-35.4735","149.0124","","","Australia","Australian Capital Territory","Unincorporated ACT","","South Eastern Highlands","","","","","","","1992","10","24","1992-10-24","","","PreservedSpecimen","present","","","","true","true"
"1cc81ff7-a99f-4cdf-8045-d73e77b263ec","K287033","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Jervis Bay Territory","-35.176","150.595","","-35.176","150.595","","","Australia","Australian Capital Territory","Unincorp. Other Territories","","Sydney Basin","","","","","","","1992","10","24","1992-10-24","","","PreservedSpecimen","present","","","","true","true"
"1c27f839-0fce-4f9a-a7f8-fa4da357330c","K.287034","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-35.17638","150.583","","-35.17638","150.583","","1000.0","Australia","New South Wales","Shoalhaven (C)","","Sydney Basin","","","","","","Fellenberg, S","1992","10","24","1992-10-24","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"0f157705-754a-440f-b7e7-7ddf8843a152","K287032","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Jervis Bay Territory","-35.176","150.595","","-35.176","150.595","","","Australia","Australian Capital Territory","Unincorp. Other Territories","","Sydney Basin","","","","","","","1992","10","24","1992-10-24","","","PreservedSpecimen","present","","","","true","true"
"fb6e0cfe-95dc-4edb-8307-08501203bdcb","K.287014","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-33.833","150.983","","-33.833","150.983","","10000.0","Australia","New South Wales","Holroyd (C)","","Sydney Basin","","","","","","Stafford, G","1953","02","","1953-02-01","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"e771d2df-c844-4170-a1d4-6f5ea9b5da86","9750010","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-25.8867428451","152.6543648596","","-25.8867428451","152.6543648596","","29913.0","Australia","Queensland","Fraser Coast (R)","","South Eastern Queensland","","","","","","ozzie1","2018","02","06","2018-02-06","2018-02-06T15:07","HumanObservation","HumanObservation","present","","","","true","true"
"e531695c-fbc2-4373-b5da-63942cf04aee","K287014","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Merrylands","-33.8367","150.9907","","-33.8367","150.9907","","","Australia","New South Wales","Holroyd (C)","","Sydney Basin","","","","","","","1953","02","","1953-02-01","","","PreservedSpecimen","present","","","","true","true"
"c82961c9-2898-4590-8d67-5891e2cc7c99","20-002409","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr742","South Australian Museum Terrestrial Invertebrate Images","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY 4.0 (Int)","SAMA","Entomology","Brisbane 0 dir, AU QLD","-27.467","153.033","","-27.467","153.033","","10000.0","Australia","Queensland","","","South Eastern Queensland","","","","","","Mellor E.","1904","02","","1904-02-01","","PreservedSpecimen","PreservedSpecimen","present","U","pinned","","true","true"
"9a658fb2-9d94-4239-af00-9461e58ea5ad","20-002410","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr742","South Australian Museum Terrestrial Invertebrate Images","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY 4.0 (Int)","SAMA","Entomology","Brisbane 0 dir, AU QLD","-27.467","153.033","","-27.467","153.033","","10000.0","Australia","Queensland","","","South Eastern Queensland","","","","","","Mellor E.","1904","02","","1904-02-01","","PreservedSpecimen","PreservedSpecimen","present","U","pinned","","true","true"
"8ac7089e-4a46-497f-b597-5fa5ebf2925a","K287001","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","","","","","","","","","","","","","","","","","","","","1979","02","10","1979-02-10","","","PreservedSpecimen","present","","","","true",""
"889f644e-8835-4579-bdc6-2975f0aec5bb","","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr360","Encyclopedia of Life Images - Flickr Group","","","","","other","","","","-28.716936","151.931562","","-28.716936","151.931562","","13.0","Australia","Queensland","Southern Downs (R)","","New England Tablelands","","","","","","Michael Jefferies","2011","02","09","2011-02-09","","Image","Image","present","","","","true","true"
"87a8f8bb-cbc5-4a67-87ae-1516fe8fd417","","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr360","Encyclopedia of Life Images - Flickr Group","","","","","other","","","Severnlea","-28.717275","151.931819","","-28.717275","151.931819","","13.0","Australia","Queensland","Southern Downs (R)","","New England Tablelands","","","","","","Michael Jefferies","2011","02","15","2011-02-15","","Image","Image","present","","","","true","true"
"77fb13c5-7e9a-4dc3-ae07-ce9200408a1c","20-002411","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr742","South Australian Museum Terrestrial Invertebrate Images","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY 4.0 (Int)","SAMA","Entomology","Brisbane 0 dir, AU QLD","-27.467","153.033","","-27.467","153.033","","10000.0","Australia","Queensland","","","South Eastern Queensland","","","","","","Mellor E.","1904","02","","1904-02-01","","PreservedSpecimen","PreservedSpecimen","present","U","pinned","","true","true"
"76bae742-2397-4336-8e12-cc0e465d3df6","9723566","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-33.61448937","150.96470761","","-33.61448937","150.96470761","","4.0","Australia","New South Wales","The Hills Shire (A)","","Sydney Basin","","","","","","Christie","2018","02","04","2018-02-04","2018-02-04 12:35:24 PM GMT+11:00","HumanObservation","HumanObservation","present","","","","true","true"
"5eed709e-650d-44f6-b719-32ded6c7c61c","9898065","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-34.054196","150.883741","","-34.054196","150.883741","","220.0","Australia","New South Wales","Campbelltown (C) (ACT)","","Sydney Basin","","","","","","gregmccroary","2018","02","11","2018-02-11","2018-02-11","HumanObservation","HumanObservation","present","","","","true","true"
"5b865f64-81ff-4837-a674-c9c63a31d031","","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr360","Encyclopedia of Life Images - Flickr Group","","","","","other","","","Severnlea","-28.716936","151.931562","","-28.716936","151.931562","","13.0","Australia","Queensland","Southern Downs (R)","","New England Tablelands","","","","","","Michael Jefferies","2011","02","09","2011-02-09","","Image","Image","present","","","","true","true"
"4ccc1f4c-c2e0-44b2-86d2-c38505618b17","","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr360","Encyclopedia of Life Images - Flickr Group","","","","","other","","","","-28.717275","151.931819","","-28.717275","151.931819","","13.0","Australia","Queensland","Southern Downs (R)","","New England Tablelands","","","","","","Michael Jefferies","2011","02","15","2011-02-15","","Image","Image","present","","","","true","true"
"40f43eca-cf52-4ba7-b75e-b8243bfcbefd","","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr364","ALA species sightings and OzAtlas","","","","","CC-BY","","","LOT 129 Wisemans Ferry Road, Dharug National Park, Gunderman NSW 2775, Australia","-33.401458740234375","151.05128479003906","WGS84","-33.401458740234375","151.05128479003906","","100.0","Australia","New South Wales","Gosford (C)","","Sydney Basin","","","","","1","Peter Greenaway","2014","02","05","2014-02-05","","","HumanObservation","unknown","","","","true","true"
"2ac518de-431e-4a9b-8d07-7eb91d0ba906","9772752","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-33.58564731","150.98954025","","-33.58564731","150.98954025","","4.0","Australia","New South Wales","The Hills Shire (A)","","Sydney Basin","","","","","","Christie","2018","02","08","2018-02-08","2018-02-08 5:14:46 PM GMT+11:00","HumanObservation","HumanObservation","present","","","","true","true"
"1951fa25-b70a-4e28-be4b-e6660a4cdfe9","","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1902","Questagame weekly feed","","","","","CC-BY-NC","","","","-25.9","152.6","WGS84","-25.9","152.6","","","Australia","Queensland","Fraser Coast (R)","","South Eastern Queensland","","","","","","Anne|questagame.com","2018","02","06","2018-02-06","","","HumanObservation","present","","","","true","true"
"0948bebd-d86b-40d6-a4ae-4d6588676505","9713144","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-33.0976232538","151.2594619861","","-33.0976232538","151.2594619861","","29012.0","Australia","New South Wales","Cessnock (C)","","Sydney Basin","","","","","","stevo1","2018","02","03","2018-02-03","2018-02-03T14:53","HumanObservation","HumanObservation","present","","","","true","true"
"0386d750-6444-4dc3-a5ac-1f9a7461e942","","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1902","Questagame weekly feed","","","","","CC-BY-NC","","","","-33.1","151.2","WGS84","-33.1","151.2","","","Australia","New South Wales","Cessnock (C)","","Sydney Basin","","","","","","SlightlyDeflatedRex|questagame.com","2018","02","03","2018-02-03","","","HumanObservation","present","","","","true","true"
"efe01b0a-b991-42a5-a71d-b78d88706557","10110697","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-35.413589","150.432229","","-35.413589","150.432229","","108.0","Australia","New South Wales","Shoalhaven (C)","Southeast Shelf Transition","","","","","","","Joel Poyitt","2014","01","04","2014-01-04","2014-01-04","HumanObservation","HumanObservation","present","","","","true","true"
"e4a4bd04-c37b-41d7-b8cf-0c81ad88e4f1","","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1902","Questagame weekly feed","","","","","CC-BY-NC","","","","-33.4","151.5","WGS84","-33.4","151.5","","","Australia","New South Wales","","Central Eastern Shelf Province","","","","","","","Regb|questagame.com","2018","01","08","2018-01-08","","","HumanObservation","present","","","","true","false"
"dce70c16-5e25-42e7-ae8c-59f93d08869c","K.287040","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-32.883","151.533","","-32.883","151.533","","10000.0","Australia","New South Wales","Cessnock (C)","","Sydney Basin","","","","","","Chadwick, Clarence E.","1979","01","03","1979-01-03","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"d3ae4eab-0f7f-4db3-915f-faa4288ecac2","9348929","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-33.424527","151.453893","","-33.424527","151.453893","","943.0","Australia","New South Wales","Gosford (C)","","Sydney Basin","","","","","","mumshell","2018","01","01","2018-01-01","2018-01-01","HumanObservation","HumanObservation","present","","","","true","true"
"d1b8426a-1ca2-4d74-b9e3-df1a3d49fde3","9481828","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-32.949979","151.485715","","-32.949979","151.485715","","200.0","Australia","New South Wales","Cessnock (C)","","Sydney Basin","","","","","","Mark Calabretta","2018","01","03","2018-01-03","2018-01-03","HumanObservation","HumanObservation","present","","","","true","true"
"cfedeeee-fcb0-41b3-a2bd-08b59dec2178","9567028","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-35.3259327313","150.4794272624","","-35.3259327313","150.4794272624","","427.0","Australia","New South Wales","","Southeast Shelf Transition","","","","","","","Joel Poyitt","2018","01","22","2018-01-22","Mon Jan 22 2018 13:52:34 GMT+1100 (GMT+11)","HumanObservation","HumanObservation","present","","","","true","true"
"cee3a0fa-679b-4a9d-a2ea-b77ad0e3ea5e","9542908","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-33.715861","150.6027255","","-33.715861","150.6027255","","82.0","Australia","New South Wales","Blue Mountains (C)","","Sydney Basin","","","","","","Christie","2018","01","21","2018-01-21","2018-01-21 11:25:48 AM GMT+11:00","HumanObservation","HumanObservation","present","","","","true","true"
"ccf9e293-28c5-4f25-a957-7c80e19c2853","10110683","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-35.329026","150.476947","","-35.329026","150.476947","","54.0","Australia","New South Wales","","Southeast Shelf Transition","","","","","","","Joel Poyitt","2014","01","04","2014-01-04","2014-01-04","HumanObservation","HumanObservation","present","","","","true","true"
"c7d77b0b-fde6-4614-97a5-ddd26b0382fe","","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Double Drummer)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr364","ALA species sightings and OzAtlas","","","","","CC-BY","","","","-35.3326149286569","150.47523021697998","","-35.3326149286569","150.47523021697998","","","Australia","New South Wales","Shoalhaven (C)","Southeast Shelf Transition","","","","","","","Joel Poyitt","2014","01","03","2014-01-03","","HumanObservation","HumanObservation","unknown","","","","true","true"
"b6194e7d-57bc-4e85-ad9e-621ed211cb41","9377343","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-33.600581","151.270666","","-33.600581","151.270666","","221.0","Australia","New South Wales","Pittwater (A)","","Sydney Basin","","","","","","benwx","2018","01","05","2018-01-05","2018-01-05 17:00","HumanObservation","HumanObservation","present","","","","true","true"
"b4af019c-14cd-426f-b71d-5fc4759c3c57","K.287049","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-32.966","150.666","","-32.966","150.666","","","Australia","New South Wales","Singleton (A)","","Sydney Basin","","","","","","Coleman, T","1999","01","20","1999-01-20","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
